==7677== NVPROF is profiling process 7677, command: python3 gpu-opt_flow.py
==7677== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==7677== Execution timeout, stopping the application...
==7677== Profiling application: python3 gpu-opt_flow.py
==7677== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
8.13558s  176.93us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1125]
8.13575s  176.30us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1131]
8.13615s  233.70us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1134]
8.13638s  796.31us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1137]
8.13718s  63.490us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1143]
8.13725s  238.18us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1145]
8.13749s  795.06us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1148]
8.13829s  61.354us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1154]
8.13835s  230.63us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1156]
8.13858s  794.33us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1159]
8.13938s  60.989us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1165]
8.14138s  153.75us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1170]
8.14153s  149.48us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1172]
8.14168s  55.312us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1174]
8.14176s  53.491us             (4 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1176]
8.15195s     937ns                    -               -         -         -         -       20B  20.356MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.15209s  13.035ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1191]
8.16511s  13.037ms           (8 1080 1)       (256 1 1)        32        0B  1.0313KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1197]
8.17813s  253.49us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1193]
8.17838s  248.75us            (15 34 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1199]
8.17862s  686.78us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1195]
8.17930s  684.80us            (2 270 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1201]
8.18021s  853.60us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1204]
8.18107s  3.1550ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1207]
8.18422s  229.64us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1213]
8.18446s  897.56us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1215]
8.18536s  3.1479ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1218]
8.18851s  226.93us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1224]
8.18874s  879.59us            (15 34 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1226]
8.18962s  3.1451ms            (2 270 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1229]
8.19277s  225.26us            (15 34 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1235]
8.19791s  595.99us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1242]
8.19850s  590.63us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1244]
8.19909s  209.59us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1246]
8.19930s  204.85us             (8 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1248]
8.22998s  1.1980us                    -               -         -         -         -        8B  6.3684MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.23013s  10.097ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1263]
8.24022s  10.248ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1269]
8.25046s  813.71us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1265]
8.25127s  811.05us            (30 68 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1271]
8.25208s  3.7408ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1267]
8.25581s  3.7408ms            (4 540 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1273]
8.25991s  4.2050ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1276]
8.26412s  17.891ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1279]
8.28202s  1.2299ms            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1285]
8.28325s  4.2394ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1287]
8.28750s  17.892ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1290]
8.30539s  1.2273ms            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1296]
8.30662s  4.1890ms            (30 68 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1298]
8.31081s  16.085ms            (4 540 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1301]
8.32690s  820.68us            (30 68 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1307]
8.32931s  2.1637ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1312]
8.33147s  2.1571ms           (60 135 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1314]
8.33363s  840.37us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1316]
8.33447s  832.77us           (15 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003771_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [1318]
8.44426s     990ns                    -               -         -         -         -        8B  7.7065MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
8.44442s  6.6529ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1333]
8.45107s  6.6421ms           (8 1080 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1338]
8.45771s  1.1445ms                    -               -         -         -         -  7.9102MB  6.7495GB/s      Device      Device  NVIDIA Tegra X1         1        29  [CUDA memcpy DtoD]
8.45885s  1.1464ms                    -               -         -         -         -  7.9102MB  6.7382GB/s      Device      Device  NVIDIA Tegra X1         1        30  [CUDA memcpy DtoD]
8.46000s  9.9749ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        29  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1336]
8.46996s  9.9714ms           (8 1080 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        30  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1341]
8.48101s  13.549ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1344]
8.49456s  58.396ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1347]
8.55296s  3.2776ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1353]
8.55624s  13.620ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1355]
8.56987s  58.246ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1358]
8.62811s  3.2758ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1364]
8.63139s  13.644ms           (60 135 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1366]
8.64504s  58.249ms           (8 1080 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1369]
8.70329s  3.2740ms           (60 135 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        29  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1375]
8.72809s  1.8582ms           (60 135 1)        (32 8 1)        19        0B        0B         -           -           -           -  NVIDIA Tegra X1         1         7  void cv::cudev::grid_split_merge_detail::mergeC2<cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<int>, int2, cv::cudev::WithOutMask>(int, cv::cudev::GlobPtr<int>, cv::cudev::GlobPtr<cv::cudev::GlobPtr<int>>, int2, int, int) [1386]
8.73072s  11.304ms                    -               -         -         -         -  15.820MB  1.3667GB/s      Device    Pageable  NVIDIA Tegra X1         1         7  [CUDA memcpy DtoH]
9.05290s  709.02us                    -               -         -         -         -  1.9775MB  2.7238GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.05570s  714.70us                    -               -         -         -         -  1.9775MB  2.7021GB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07195s  653.91us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1418]
9.07720s  650.79us           (15 135 1)        (32 8 1)        22        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<unsigned char>, cv::cudev::grid_transform_detail::transformSmart<int=4, unsigned char, float, cv::cudev::saturate_cast_func<unsigned char, float, float>, cv::cudev::WithOutMask>, unsigned char, float, int, int) [1421]
9.07799s     885ns                    -               -         -         -         -       24B  25.862MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07805s     313ns                    -               -         -         -         -       24B  73.125MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07811s     313ns                    -               -         -         -         -       24B  73.125MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07817s     313ns                    -               -         -         -         -        4B  12.188MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07822s     312ns                    -               -         -         -         -        4B  12.227MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07828s     312ns                    -               -         -         -         -        4B  12.227MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07833s     312ns                    -               -         -         -         -        4B  12.227MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07839s     313ns                    -               -         -         -         -       24B  73.125MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.07936s     729ns                    -               -         -         -         -  126.56KB  165.57GB/s      Device           -  NVIDIA Tegra X1         1        34  [CUDA memset]
9.07945s     416ns                    -               -         -         -         -  126.56KB  290.14GB/s      Device           -  NVIDIA Tegra X1         1        35  [CUDA memset]
9.09232s  1.0940us                    -               -         -         -         -       40B  34.869MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.09244s  29.535ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1445]
9.12196s  21.811ms           (8 1080 1)       (256 1 1)        32        0B  1.0703KB         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [1451]
9.14371s  122.92us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1447]
9.14383s  117.92us             (8 17 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [1453]
9.14395s  162.97us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        34  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1449]
9.14410s  161.04us            (1 135 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1        35  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [1455]
9.14507s  227.19us             (8 17 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1458]
9.14530s  734.49us            (1 135 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [1461]
9.14604s  62.760us             (8 17 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        34  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [1467]
